Match_ID,Player_ID,Event_Type,Minute,Season,Match_Date
M2023_003,P018,Foul,32,2023,2023-02-05
M2023_003,P004,Freekick For,59,2023,2023-02-05
M2023_003,P015,Assist,86,2023,2023-02-05
M2023_003,P018,Foul,77,2023,2023-02-05
M2023_003,P025,Shot On Target,57,2023,2023-02-05
M2023_003,P024,Foul,65,2023,2023-02-05
M2023_003,P018,Shot Off Target,58,2023,2023-02-05
M2023_003,P024,Freekick For,61,2023,2023-02-05
M2023_003,P025,Foul,32,2023,2023-02-05
M2023_003,P009,Corner Against,67,2023,2023-02-05
M2023_003,P008,Foul,36,2023,2023-02-05
M2023_003,P023,Shot Off Target,37,2023,2023-02-05
M2023_003,P011,Shot On Target,41,2023,2023-02-05
M2023_003,P003,Freekick For,18,2023,2023-02-05
M2023_003,P013,Assist,89,2023,2023-02-05
M2023_003,P007,Assist,9,2023,2023-02-05
M2023_003,P011,Shot Off Target,70,2023,2023-02-05
M2023_003,P002,Foul,27,2023,2023-02-05
M2023_003,P013,Corner Against,75,2023,2023-02-05
M2023_003,P001,Freekick Against,74,2023,2023-02-05
M2023_003,P001,Shot Off Target,46,2023,2023-02-05
M2023_003,P013,Shot On Target,54,2023,2023-02-05
M2023_003,P024,Foul,70,2023,2023-02-05
M2023_003,P008,Corner For,63,2023,2023-02-05
M2023_003,P014,Shot On Target,63,2023,2023-02-05
M2023_003,P011,Goal,86,2023,2023-02-05
M2023_003,P013,Yellow Card,22,2023,2023-02-05
M2023_003,P005,Corner Against,80,2023,2023-02-05
M2023_003,P013,Foul,76,2023,2023-02-05
M2023_003,P001,Foul,11,2023,2023-02-05
M2023_003,P005,Yellow Card,60,2023,2023-02-05
M2023_003,P009,Assist,49,2023,2023-02-05
M2023_003,P015,Shot On Target,42,2023,2023-02-05
M2023_003,P013,Shot On Target,36,2023,2023-02-05
M2023_003,P014,Corner For,33,2023,2023-02-05
M2023_003,P016,Corner Against,3,2023,2023-02-05
M2023_003,P002,Corner For,45,2023,2023-02-05
M2023_003,P003,Shot On Target,84,2023,2023-02-05
M2023_003,P001,Goal,32,2023,2023-02-05
M2023_003,P001,Assist,80,2023,2023-02-05
M2023_003,P005,Assist,61,2023,2023-02-05
M2023_003,P019,Yellow Card,28,2023,2023-02-05
M2023_003,P009,Foul,48,2023,2023-02-05
M2023_003,P020,Assist,15,2023,2023-02-05
M2023_003,P006,Corner For,40,2023,2023-02-05
M2023_003,P001,Assist,40,2023,2023-02-05
M2023_003,P013,Foul,51,2023,2023-02-05
M2023_003,P007,Freekick Against,10,2023,2023-02-05
M2023_003,P021,Foul,32,2023,2023-02-05
M2023_003,P025,Assist,39,2023,2023-02-05
M2023_003,P020,Freekick For,16,2023,2023-02-05
M2023_003,P019,Corner For,6,2023,2023-02-05
M2023_003,P014,Shot On Target,85,2023,2023-02-05
M2023_003,P017,Shot Off Target,83,2023,2023-02-05
M2023_003,P014,Shot On Target,63,2023,2023-02-05
M2023_003,P012,Assist,82,2023,2023-02-05
M2023_003,P015,Freekick For,20,2023,2023-02-05
M2023_003,P024,Shot Off Target,67,2023,2023-02-05
M2023_003,P009,Freekick Against,79,2023,2023-02-05
M2023_003,P018,Corner Against,62,2023,2023-02-05
M2023_003,P024,Foul,76,2023,2023-02-05
M2023_003,P008,Shot On Target,12,2023,2023-02-05
M2023_003,P015,Shot On Target,32,2023,2023-02-05
M2023_003,P019,Corner For,79,2023,2023-02-05
M2023_003,P011,Yellow Card,4,2023,2023-02-05
M2023_003,P011,Foul,24,2023,2023-02-05
M2023_003,P012,Foul,34,2023,2023-02-05
M2023_003,P020,Shot On Target,90,2023,2023-02-05
M2023_003,P018,Freekick For,2,2023,2023-02-05
M2023_003,P007,Foul,11,2023,2023-02-05
M2023_003,P014,Shot On Target,63,2023,2023-02-05
M2023_003,P008,Foul,89,2023,2023-02-05
M2023_003,P023,Foul,63,2023,2023-02-05
M2023_003,P001,Shot Off Target,12,2023,2023-02-05
M2023_003,P013,Shot On Target,89,2023,2023-02-05
M2023_003,P022,Shot On Target,75,2023,2023-02-05
M2023_003,P018,Shot Off Target,68,2023,2023-02-05
M2023_003,P024,Shot On Target,71,2023,2023-02-05
M2023_003,P023,Shot On Target,59,2023,2023-02-05
M2023_003,P009,Shot On Target,30,2023,2023-02-05
M2023_003,P007,Assist,41,2023,2023-02-05
M2023_003,P018,Assist,89,2023,2023-02-05
M2023_003,P007,Assist,62,2023,2023-02-05
M2023_003,P019,Shot On Target,68,2023,2023-02-05
M2023_003,P004,Foul,25,2023,2023-02-05
M2023_003,P012,Shot On Target,23,2023,2023-02-05
M2023_003,P023,Shot On Target,69,2023,2023-02-05
M2023_003,P002,Assist,7,2023,2023-02-05
M2023_003,P023,Foul,17,2023,2023-02-05
M2023_003,P025,Yellow Card,63,2023,2023-02-05
M2023_003,P001,Assist,74,2023,2023-02-05
M2023_003,P016,Shot On Target,57,2023,2023-02-05
M2023_003,P002,Shot On Target,33,2023,2023-02-05
M2023_003,P016,Freekick Against,15,2023,2023-02-05
M2023_003,P013,Corner Against,63,2023,2023-02-05
M2023_003,P021,Goal,88,2023,2023-02-05
M2023_003,P005,Goal,73,2023,2023-02-05
M2023_004,P008,Goal,16,2023,2023-02-12
M2023_004,P014,Foul,78,2023,2023-02-12
M2023_004,P020,Foul,29,2023,2023-02-12
M2023_004,P013,Corner For,58,2023,2023-02-12
M2023_004,P010,Freekick For,76,2023,2023-02-12
M2023_004,P010,Substitution,73,2023,2023-02-12
M2023_004,P020,Foul,13,2023,2023-02-12
M2023_004,P007,Freekick Against,81,2023,2023-02-12
M2023_004,P022,Shot On Target,11,2023,2023-02-12
M2023_004,P006,Assist,71,2023,2023-02-12
M2023_004,P001,Goal,53,2023,2023-02-12
M2023_004,P020,Foul,61,2023,2023-02-12
M2023_004,P008,Shot On Target,37,2023,2023-02-12
M2023_004,P023,Red Card,59,2023,2023-02-12
M2023_004,P008,Goal,34,2023,2023-02-12
M2023_004,P021,Corner For,76,2023,2023-02-12
M2023_004,P007,Yellow Card,55,2023,2023-02-12
M2023_004,P008,Assist,83,2023,2023-02-12
M2023_004,P009,Assist,19,2023,2023-02-12
M2023_004,P006,Goal,40,2023,2023-02-12
M2023_004,P019,Foul,37,2023,2023-02-12
M2023_004,P015,Shot Off Target,89,2023,2023-02-12
M2023_004,P013,Shot On Target,35,2023,2023-02-12
M2023_004,P016,Foul,57,2023,2023-02-12
M2023_004,P002,Goal,56,2023,2023-02-12
M2023_004,P020,Corner For,33,2023,2023-02-12
M2023_004,P008,Goal,87,2023,2023-02-12
M2023_004,P019,Corner Against,76,2023,2023-02-12
M2023_004,P025,Freekick Against,87,2023,2023-02-12
M2023_004,P019,Corner Against,6,2023,2023-02-12
M2023_004,P006,Corner For,61,2023,2023-02-12
M2023_004,P015,Foul,36,2023,2023-02-12
M2023_004,P019,Assist,56,2023,2023-02-12
M2023_004,P016,Yellow Card,12,2023,2023-02-12
M2023_004,P014,Foul,43,2023,2023-02-12
M2023_004,P004,Shot On Target,21,2023,2023-02-12
M2023_004,P023,Shot On Target,64,2023,2023-02-12
M2023_004,P013,Shot On Target,71,2023,2023-02-12
M2023_004,P003,Goal,41,2023,2023-02-12
M2023_004,P004,Shot On Target,52,2023,2023-02-12
M2023_004,P001,Freekick For,85,2023,2023-02-12
M2023_004,P015,Freekick For,53,2023,2023-02-12
M2023_004,P017,Goal,47,2023,2023-02-12
M2023_004,P016,Foul,81,2023,2023-02-12
M2023_004,P002,Shot Off Target,27,2023,2023-02-12
M2023_004,P005,Shot On Target,37,2023,2023-02-12
M2023_004,P023,Shot Off Target,63,2023,2023-02-12
M2023_004,P021,Assist,78,2023,2023-02-12
M2023_004,P023,Corner For,21,2023,2023-02-12
M2023_004,P001,Shot On Target,71,2023,2023-02-12
M2023_004,P008,Shot Off Target,15,2023,2023-02-12
M2023_004,P004,Foul,83,2023,2023-02-12
M2023_004,P016,Corner Against,38,2023,2023-02-12
M2023_004,P009,Foul,54,2023,2023-02-12
M2023_004,P016,Corner Against,32,2023,2023-02-12
M2023_004,P005,Foul,50,2023,2023-02-12
M2023_004,P020,Assist,66,2023,2023-02-12
M2023_004,P005,Corner For,9,2023,2023-02-12
M2023_004,P014,Shot On Target,44,2023,2023-02-12
M2023_004,P017,Freekick Against,35,2023,2023-02-12
M2023_004,P010,Corner Against,39,2023,2023-02-12
M2023_004,P019,Corner Against,85,2023,2023-02-12
M2023_004,P005,Foul,58,2023,2023-02-12
M2023_004,P012,Foul,43,2023,2023-02-12
M2023_004,P018,Foul,49,2023,2023-02-12
M2023_004,P011,Foul,25,2023,2023-02-12
M2023_004,P008,Substitution,74,2023,2023-02-12
M2023_004,P025,Shot Off Target,53,2023,2023-02-12
M2023_004,P024,Goal,61,2023,2023-02-12
M2023_004,P013,Red Card,50,2023,2023-02-12
M2023_004,P021,Substitution,20,2023,2023-02-12
M2023_004,P002,Foul,17,2023,2023-02-12
M2023_004,P019,Foul,43,2023,2023-02-12
M2023_004,P015,Freekick For,13,2023,2023-02-12
M2023_004,P015,Foul,2,2023,2023-02-12
M2023_004,P014,Corner For,84,2023,2023-02-12
M2023_004,P003,Freekick Against,61,2023,2023-02-12
M2023_004,P009,Corner For,44,2023,2023-02-12
M2023_004,P013,Foul,84,2023,2023-02-12
M2023_004,P011,Goal,87,2023,2023-02-12
M2023_004,P013,Freekick For,41,2023,2023-02-12
M2023_004,P025,Foul,63,2023,2023-02-12
M2023_004,P002,Freekick For,80,2023,2023-02-12
M2023_004,P021,Goal,88,2023,2023-02-12
M2023_004,P008,Freekick Against,12,2023,2023-02-12
M2023_004,P004,Shot Off Target,82,2023,2023-02-12
M2023_004,P004,Red Card,57,2023,2023-02-12
M2023_004,P010,Assist,4,2023,2023-02-12
M2023_004,P002,Goal,38,2023,2023-02-12
M2023_005,P005,Shot Off Target,32,2023,2023-02-19
M2023_005,P019,Foul,88,2023,2023-02-19
M2023_005,P006,Corner For,23,2023,2023-02-19
M2023_005,P013,Goal,80,2023,2023-02-19
M2023_005,P016,Yellow Card,75,2023,2023-02-19
M2023_005,P015,Assist,82,2023,2023-02-19
M2023_005,P009,Shot On Target,86,2023,2023-02-19
M2023_005,P015,Goal,37,2023,2023-02-19
M2023_005,P006,Yellow Card,10,2023,2023-02-19
M2023_005,P012,Shot Off Target,76,2023,2023-02-19
M2023_005,P014,Shot On Target,89,2023,2023-02-19
M2023_005,P010,Shot On Target,26,2023,2023-02-19
M2023_005,P016,Substitution,14,2023,2023-02-19
M2023_005,P019,Shot On Target,46,2023,2023-02-19
M2023_005,P023,Foul,38,2023,2023-02-19
M2023_005,P022,Goal,51,2023,2023-02-19
M2023_005,P019,Shot On Target,88,2023,2023-02-19
M2023_005,P002,Corner For,78,2023,2023-02-19
M2023_005,P010,Corner For,30,2023,2023-02-19
M2023_005,P012,Foul,29,2023,2023-02-19
M2023_005,P020,Yellow Card,33,2023,2023-02-19
M2023_005,P024,Yellow Card,85,2023,2023-02-19
M2023_005,P005,Yellow Card,81,2023,2023-02-19
M2023_005,P021,Goal,83,2023,2023-02-19
M2023_005,P015,Goal,5,2023,2023-02-19
M2023_005,P024,Foul,17,2023,2023-02-19
M2023_005,P010,Goal,42,2023,2023-02-19
M2023_005,P006,Corner For,26,2023,2023-02-19
M2023_005,P018,Assist,47,2023,2023-02-19
M2023_005,P009,Foul,22,2023,2023-02-19
M2023_005,P016,Shot On Target,38,2023,2023-02-19
M2023_005,P011,Corner For,15,2023,2023-02-19
M2023_005,P003,Foul,19,2023,2023-02-19
M2023_005,P008,Corner For,87,2023,2023-02-19
M2023_005,P013,Corner For,72,2023,2023-02-19
M2023_005,P013,Shot Off Target,2,2023,2023-02-19
M2023_005,P004,Shot On Target,59,2023,2023-02-19
M2023_005,P024,Shot Off Target,87,2023,2023-02-19
M2023_005,P013,Shot On Target,82,2023,2023-02-19
M2023_005,P004,Freekick Against,87,2023,2023-02-19
M2023_005,P001,Shot On Target,80,2023,2023-02-19
M2023_005,P018,Freekick For,42,2023,2023-02-19
M2023_005,P008,Freekick For,83,2023,2023-02-19
M2023_005,P015,Goal,90,2023,2023-02-19
M2023_005,P014,Shot On Target,15,2023,2023-02-19
M2023_005,P002,Assist,39,2023,2023-02-19
M2023_005,P004,Substitution,13,2023,2023-02-19
M2023_005,P018,Shot On Target,18,2023,2023-02-19
M2023_005,P012,Shot Off Target,86,2023,2023-02-19
M2023_005,P023,Freekick Against,70,2023,2023-02-19
M2023_005,P024,Shot Off Target,20,2023,2023-02-19
M2023_005,P021,Freekick For,13,2023,2023-02-19
M2023_005,P020,Corner Against,53,2023,2023-02-19
M2023_005,P009,Freekick Against,5,2023,2023-02-19
M2023_005,P007,Yellow Card,57,2023,2023-02-19
M2023_005,P008,Shot Off Target,47,2023,2023-02-19
M2023_005,P022,Goal,48,2023,2023-02-19
M2023_005,P021,Foul,46,2023,2023-02-19
M2023_005,P009,Goal,25,2023,2023-02-19
M2023_005,P015,Freekick Against,12,2023,2023-02-19
M2023_005,P021,Yellow Card,82,2023,2023-02-19
M2023_005,P001,Foul,7,2023,2023-02-19
M2023_005,P008,Corner For,17,2023,2023-02-19
M2023_005,P007,Corner For,9,2023,2023-02-19
M2023_005,P018,Corner Against,27,2023,2023-02-19
M2023_005,P008,Foul,43,2023,2023-02-19
M2023_005,P020,Corner For,1,2023,2023-02-19
M2023_005,P005,Shot On Target,17,2023,2023-02-19
M2023_005,P006,Foul,15,2023,2023-02-19
M2023_005,P001,Yellow Card,17,2023,2023-02-19
M2023_005,P008,Goal,76,2023,2023-02-19
M2023_005,P006,Shot On Target,34,2023,2023-02-19
M2023_005,P024,Goal,54,2023,2023-02-19
M2023_005,P024,Foul,9,2023,2023-02-19
M2023_005,P025,Foul,47,2023,2023-02-19
M2023_005,P004,Foul,58,2023,2023-02-19
M2023_005,P020,Foul,6,2023,2023-02-19
M2023_005,P022,Corner For,67,2023,2023-02-19
M2023_005,P021,Shot On Target,4,2023,2023-02-19
M2023_005,P016,Goal,52,2023,2023-02-19
M2023_005,P004,Shot Off Target,63,2023,2023-02-19
M2023_005,P015,Red Card,10,2023,2023-02-19
M2023_005,P011,Freekick For,78,2023,2023-02-19
M2023_005,P005,Assist,36,2023,2023-02-19
M2023_005,P019,Foul,71,2023,2023-02-19
M2023_005,P013,Red Card,77,2023,2023-02-19
M2023_005,P015,Foul,65,2023,2023-02-19
M2023_005,P004,Foul,90,2023,2023-02-19
M2023_005,P021,Assist,84,2023,2023-02-19
M2023_005,P018,Freekick For,28,2023,2023-02-19
M2023_005,P008,Shot Off Target,53,2023,2023-02-19
M2023_005,P015,Shot On Target,52,2023,2023-02-19
M2023_006,P011,Corner For,55,2023,2023-02-26
M2023_006,P009,Shot On Target,48,2023,2023-02-26
M2023_006,P022,Freekick Against,61,2023,2023-02-26
M2023_006,P003,Goal,12,2023,2023-02-26
M2023_006,P024,Shot Off Target,48,2023,2023-02-26
M2023_006,P018,Corner Against,8,2023,2023-02-26
M2023_006,P018,Foul,72,2023,2023-02-26
M2023_006,P004,Shot On Target,53,2023,2023-02-26
M2023_006,P022,Shot Off Target,55,2023,2023-02-26
M2023_006,P024,Freekick For,7,2023,2023-02-26
M2023_006,P020,Freekick Against,40,2023,2023-02-26
M2023_006,P019,Shot Off Target,65,2023,2023-02-26
M2023_006,P022,Shot On Target,62,2023,2023-02-26
M2023_006,P004,Shot On Target,45,2023,2023-02-26
M2023_006,P012,Corner Against,15,2023,2023-02-26
M2023_006,P019,Corner For,29,2023,2023-02-26
M2023_006,P018,Corner Against,80,2023,2023-02-26
M2023_006,P021,Foul,72,2023,2023-02-26
M2023_006,P022,Goal,89,2023,2023-02-26
M2023_006,P006,Shot On Target,35,2023,2023-02-26
M2023_006,P010,Red Card,44,2023,2023-02-26
M2023_006,P006,Shot Off Target,19,2023,2023-02-26
M2023_006,P013,Foul,9,2023,2023-02-26
M2023_006,P021,Assist,4,2023,2023-02-26
M2023_006,P017,Goal,28,2023,2023-02-26
M2023_006,P015,Shot Off Target,44,2023,2023-02-26
M2023_006,P010,Assist,42,2023,2023-02-26
M2023_006,P019,Corner For,77,2023,2023-02-26
M2023_006,P002,Goal,20,2023,2023-02-26
M2023_006,P020,Assist,7,2023,2023-02-26
M2023_006,P009,Yellow Card,57,2023,2023-02-26
M2023_006,P016,Yellow Card,78,2023,2023-02-26
M2023_006,P009,Shot Off Target,28,2023,2023-02-26
M2023_006,P004,Corner For,45,2023,2023-02-26
M2023_006,P010,Shot Off Target,87,2023,2023-02-26
M2023_006,P016,Yellow Card,68,2023,2023-02-26
M2023_006,P002,Yellow Card,29,2023,2023-02-26
M2023_006,P020,Shot Off Target,8,2023,2023-02-26
M2023_006,P010,Goal,28,2023,2023-02-26
M2023_006,P025,Corner For,33,2023,2023-02-26
M2023_006,P004,Shot On Target,1,2023,2023-02-26
M2023_006,P014,Foul,23,2023,2023-02-26
M2023_006,P018,Assist,30,2023,2023-02-26
M2023_006,P022,Foul,46,2023,2023-02-26
M2023_006,P024,Goal,6,2023,2023-02-26
M2023_006,P015,Shot Off Target,10,2023,2023-02-26
M2023_006,P019,Freekick For,55,2023,2023-02-26
M2023_006,P023,Foul,82,2023,2023-02-26
M2023_006,P004,Shot Off Target,52,2023,2023-02-26
M2023_006,P011,Goal,22,2023,2023-02-26
M2023_006,P020,Corner Against,59,2023,2023-02-26
M2023_006,P012,Corner Against,12,2023,2023-02-26
M2023_006,P004,Shot Off Target,32,2023,2023-02-26
M2023_006,P013,Shot Off Target,68,2023,2023-02-26
M2023_006,P010,Goal,44,2023,2023-02-26
M2023_006,P025,Shot On Target,22,2023,2023-02-26
M2023_006,P021,Goal,15,2023,2023-02-26
M2023_006,P007,Foul,45,2023,2023-02-26
M2023_006,P021,Shot Off Target,19,2023,2023-02-26
M2023_006,P005,Shot On Target,33,2023,2023-02-26
M2023_006,P020,Assist,20,2023,2023-02-26
M2023_006,P021,Corner For,10,2023,2023-02-26
M2023_006,P025,Assist,81,2023,2023-02-26
M2023_006,P025,Foul,73,2023,2023-02-26
M2023_006,P015,Corner For,88,2023,2023-02-26
M2023_006,P019,Freekick Against,83,2023,2023-02-26
M2023_006,P020,Yellow Card,42,2023,2023-02-26
M2023_006,P021,Freekick For,41,2023,2023-02-26
M2023_006,P003,Assist,61,2023,2023-02-26
M2023_006,P010,Shot Off Target,36,2023,2023-02-26
M2023_006,P012,Foul,65,2023,2023-02-26
M2023_006,P015,Goal,58,2023,2023-02-26
M2023_006,P012,Goal,37,2023,2023-02-26
M2023_006,P003,Goal,79,2023,2023-02-26
M2023_006,P013,Foul,60,2023,2023-02-26
M2023_006,P024,Foul,6,2023,2023-02-26
M2023_006,P019,Shot Off Target,84,2023,2023-02-26
